locus_tag	ftype	length_bp	gene	EC_number	COG	product
BCDAKLAD_02754	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
BCDAKLAD_02755	gene	1305	hisD			
BCDAKLAD_02755	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
BCDAKLAD_02756	gene	1062	hisC_2			
BCDAKLAD_02756	CDS	1062	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
BCDAKLAD_02757	gene	1068	hisB			
BCDAKLAD_02757	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
BCDAKLAD_02758	gene	591	hisH			
BCDAKLAD_02758	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
BCDAKLAD_02759	gene	738	hisA			
BCDAKLAD_02759	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
BCDAKLAD_02760	gene	777	hisF			
BCDAKLAD_02760	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BCDAKLAD_02761	gene	600	hisI			
BCDAKLAD_02761	CDS	600	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
BCDAKLAD_02762	gene	1317				
BCDAKLAD_02762	CDS	1317				hypothetical protein
BCDAKLAD_02763	gene	1134	pglA			
BCDAKLAD_02763	CDS	1134	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
BCDAKLAD_02764	gene	894				
BCDAKLAD_02764	CDS	894				hypothetical protein
BCDAKLAD_02765	gene	1155	rfbD			
BCDAKLAD_02765	CDS	1155	rfbD	5.4.99.9		UDP-galactopyranose mutase
BCDAKLAD_02766	gene	1896				
BCDAKLAD_02766	CDS	1896				hypothetical protein
BCDAKLAD_02767	gene	741	tagH			
BCDAKLAD_02767	CDS	741	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
BCDAKLAD_02768	gene	768	tagG			
BCDAKLAD_02768	CDS	768	tagG		COG1682	Teichoic acid translocation permease protein TagG
BCDAKLAD_02769	gene	1005	wbgU			
BCDAKLAD_02769	CDS	1005	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
BCDAKLAD_02770	gene	1167	ugd			
BCDAKLAD_02770	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
BCDAKLAD_02771	gene	1371	algC			
BCDAKLAD_02771	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
BCDAKLAD_02772	gene	1416	manC1			
BCDAKLAD_02772	CDS	1416	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
BCDAKLAD_02773	gene	1407	gnd			
BCDAKLAD_02773	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
BCDAKLAD_02774	gene	1398	wcaJ			
BCDAKLAD_02774	CDS	1398	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
BCDAKLAD_02775	gene	1155	mshA_1			
BCDAKLAD_02775	CDS	1155	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BCDAKLAD_02776	gene	1449	tuaB			
BCDAKLAD_02776	CDS	1449	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
BCDAKLAD_02777	gene	1011				
BCDAKLAD_02777	CDS	1011				hypothetical protein
BCDAKLAD_02778	gene	1083				
BCDAKLAD_02778	CDS	1083				hypothetical protein
BCDAKLAD_02779	gene	1092	gtfA_2			
BCDAKLAD_02779	CDS	1092	gtfA_2	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
BCDAKLAD_02780	gene	1176				
BCDAKLAD_02780	CDS	1176				hypothetical protein
BCDAKLAD_02781	gene	1038				
BCDAKLAD_02781	CDS	1038				hypothetical protein
BCDAKLAD_02782	gene	966				
BCDAKLAD_02782	CDS	966				hypothetical protein
BCDAKLAD_02783	gene	993	mshA_2			
BCDAKLAD_02783	CDS	993	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BCDAKLAD_02784	gene	2169				
BCDAKLAD_02784	CDS	2169		2.7.10.-		Putative tyrosine-protein kinase in cps region
BCDAKLAD_02785	gene	132	etp			
BCDAKLAD_02785	CDS	132	etp	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Etp
BCDAKLAD_02786	gene	1137				
BCDAKLAD_02786	CDS	1137				hypothetical protein
BCDAKLAD_02787	gene	1434				
BCDAKLAD_02787	CDS	1434				hypothetical protein
BCDAKLAD_02788	gene	630				
BCDAKLAD_02788	CDS	630				hypothetical protein
BCDAKLAD_02789	gene	897	galF			
BCDAKLAD_02789	CDS	897	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
BCDAKLAD_02790	gene	1584				
BCDAKLAD_02790	CDS	1584				hypothetical protein
BCDAKLAD_02791	gene	1848				
BCDAKLAD_02791	CDS	1848				hypothetical protein
BCDAKLAD_02792	gene	582	dcd			
BCDAKLAD_02792	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
BCDAKLAD_02793	gene	642	udk			
BCDAKLAD_02793	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
BCDAKLAD_02794	gene	849	alkA			
BCDAKLAD_02794	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
BCDAKLAD_02795	gene	1353	dnaK_2			
BCDAKLAD_02795	CDS	1353	dnaK_2			Chaperone protein DnaK
BCDAKLAD_02796	gene	1857	sasA_2			
BCDAKLAD_02796	CDS	1857	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
BCDAKLAD_02797	gene	702	phoP_2			
BCDAKLAD_02797	CDS	702	phoP_2			Virulence transcriptional regulatory protein PhoP
BCDAKLAD_02798	gene	141				
BCDAKLAD_02798	CDS	141				hypothetical protein
BCDAKLAD_02799	gene	612				
BCDAKLAD_02799	CDS	612				hypothetical protein
BCDAKLAD_02800	gene	1275	dctA_1			
BCDAKLAD_02800	CDS	1275	dctA_1		COG1301	C4-dicarboxylate transport protein
BCDAKLAD_02801	gene	1215	mdtA_4			
BCDAKLAD_02801	CDS	1215	mdtA_4			Multidrug resistance protein MdtA
BCDAKLAD_02802	gene	3123	mdtB			
BCDAKLAD_02802	CDS	3123	mdtB			Multidrug resistance protein MdtB
BCDAKLAD_02803	gene	3078	mdtC			
BCDAKLAD_02803	CDS	3078	mdtC			Multidrug resistance protein MdtC
BCDAKLAD_02804	gene	1416	mdtD			
BCDAKLAD_02804	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
BCDAKLAD_02805	gene	1479	baeS			
BCDAKLAD_02805	CDS	1479	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
BCDAKLAD_02806	gene	723	baeR			
BCDAKLAD_02806	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
BCDAKLAD_02807	gene	1362	rlhA_2			
BCDAKLAD_02807	CDS	1362	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
BCDAKLAD_02808	gene	897	yegS			
BCDAKLAD_02808	CDS	897	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
BCDAKLAD_02809	gene	663	hxpB_2			
BCDAKLAD_02809	CDS	663	hxpB_2	3.1.3.68	COG0637	Hexitol phosphatase B
BCDAKLAD_02810	gene	1278	csbX_1			
BCDAKLAD_02810	CDS	1278	csbX_1		COG0477	Alpha-ketoglutarate permease
BCDAKLAD_02811	gene	1464	xylB_2			
BCDAKLAD_02811	CDS	1464	xylB_2	2.7.1.17	COG1070	Xylulose kinase
BCDAKLAD_02812	gene	1368	mtlK			
BCDAKLAD_02812	CDS	1368	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
BCDAKLAD_02813	gene	942	eryD			
BCDAKLAD_02813	CDS	942	eryD		COG2390	Erythritol catabolism regulatory protein EryD
BCDAKLAD_02814	gene	1002	malI_2			
BCDAKLAD_02814	CDS	1002	malI_2		COG1609	Maltose regulon regulatory protein MalI
BCDAKLAD_02815	gene	750	rbtD			
BCDAKLAD_02815	CDS	750	rbtD	1.1.1.56		Ribitol 2-dehydrogenase
BCDAKLAD_02816	gene	1608	araB_2			
BCDAKLAD_02816	CDS	1608	araB_2	2.7.1.16	COG1069	Ribulokinase
BCDAKLAD_02817	gene	1284	csbX_2			
BCDAKLAD_02817	CDS	1284	csbX_2		COG0477	Alpha-ketoglutarate permease
BCDAKLAD_02818	gene	1053	fbaB			
BCDAKLAD_02818	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
BCDAKLAD_02819	gene	801	thiD			
BCDAKLAD_02819	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BCDAKLAD_02820	gene	774	thiM			
BCDAKLAD_02820	CDS	774	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
BCDAKLAD_02821	gene	423				
BCDAKLAD_02821	CDS	423				hypothetical protein
BCDAKLAD_02822	gene	915	oxyR_3			
BCDAKLAD_02822	CDS	915	oxyR_3			Hydrogen peroxide-inducible genes activator
BCDAKLAD_02823	gene	1812	ade2			
BCDAKLAD_02823	CDS	1812	ade2	3.5.4.2	COG1001	Adenine deaminase 2
BCDAKLAD_02824	gene	1344	adeQ			
BCDAKLAD_02824	CDS	1344	adeQ		COG2252	Adenine permease AdeQ
BCDAKLAD_02825	gene	900	dmlR_13			
BCDAKLAD_02825	CDS	900	dmlR_13			HTH-type transcriptional regulator DmlR
BCDAKLAD_02826	gene	318	rcnB			
BCDAKLAD_02826	CDS	318	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
BCDAKLAD_02827	gene	465				
BCDAKLAD_02827	CDS	465				hypothetical protein
BCDAKLAD_02828	gene	1110	apbC			
BCDAKLAD_02828	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
BCDAKLAD_02829	gene	2043	metG			
BCDAKLAD_02829	CDS	2043	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
BCDAKLAD_02830	gene	471				
BCDAKLAD_02830	CDS	471				hypothetical protein
BCDAKLAD_02831	gene	720	btsR			
BCDAKLAD_02831	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
BCDAKLAD_02832	gene	1725	btsS			
BCDAKLAD_02832	CDS	1725	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
BCDAKLAD_02833	gene	114				
BCDAKLAD_02833	CDS	114				hypothetical protein
BCDAKLAD_02834	gene	738	yehW			
BCDAKLAD_02834	CDS	738	yehW		COG1174	Glycine betaine uptake system permease protein YehW
BCDAKLAD_02835	gene	948	yehX			
BCDAKLAD_02835	CDS	948	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
BCDAKLAD_02836	gene	1158	yehY			
BCDAKLAD_02836	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
BCDAKLAD_02837	gene	918	yehZ			
BCDAKLAD_02837	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
BCDAKLAD_02838	gene	2298				
BCDAKLAD_02838	CDS	2298		3.2.1.-		Beta-xylosidase
BCDAKLAD_02839	gene	1746	dld			
BCDAKLAD_02839	CDS	1746	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
BCDAKLAD_02840	gene	555	pat_1			
BCDAKLAD_02840	CDS	555	pat_1	2.3.1.183	COG1247	Phosphinothricin N-acetyltransferase
BCDAKLAD_02841	gene	951	pbpG			
BCDAKLAD_02841	CDS	951	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
BCDAKLAD_02842	gene	588	yohC			
BCDAKLAD_02842	CDS	588	yohC			Inner membrane protein YohC
BCDAKLAD_02843	gene	570	yohD			
BCDAKLAD_02843	CDS	570	yohD		COG0586	Inner membrane protein YohD
BCDAKLAD_02844	gene	1440	oprM_2			
BCDAKLAD_02844	CDS	1440	oprM_2		COG1538	Outer membrane protein OprM
BCDAKLAD_02845	gene	1395	bglB			
BCDAKLAD_02845	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
BCDAKLAD_02846	gene	1863	bglF_1			
BCDAKLAD_02846	CDS	1863	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
BCDAKLAD_02847	gene	834	bglG			
BCDAKLAD_02847	CDS	834	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
BCDAKLAD_02848	gene	1365	oprB			
BCDAKLAD_02848	CDS	1365	oprB		COG3659	Porin B
BCDAKLAD_02849	gene	933	dusC			
BCDAKLAD_02849	CDS	933	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
BCDAKLAD_02850	gene	399				
BCDAKLAD_02850	CDS	399				hypothetical protein
BCDAKLAD_02851	gene	696	yohK_1			
BCDAKLAD_02851	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
BCDAKLAD_02852	gene	885	cdd			
BCDAKLAD_02852	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
BCDAKLAD_02853	gene	717				
BCDAKLAD_02853	CDS	717				hypothetical protein
BCDAKLAD_02854	gene	1011	mglC			
BCDAKLAD_02854	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
BCDAKLAD_02855	gene	1521	mglA_3			
BCDAKLAD_02855	CDS	1521	mglA_3	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
BCDAKLAD_02856	gene	999	mglB			
BCDAKLAD_02856	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
BCDAKLAD_02857	gene	1023	galS			
BCDAKLAD_02857	CDS	1023	galS		COG1609	HTH-type transcriptional regulator GalS
BCDAKLAD_02858	gene	1158				
BCDAKLAD_02858	CDS	1158				hypothetical protein
BCDAKLAD_02859	gene	669	folE			
BCDAKLAD_02859	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
BCDAKLAD_02860	gene	834	yeiG			
BCDAKLAD_02860	CDS	834	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
BCDAKLAD_02861	gene	1974	cirA			
BCDAKLAD_02861	CDS	1974	cirA		COG4771	Colicin I receptor
BCDAKLAD_02862	gene	1470	lysP			
BCDAKLAD_02862	CDS	1470	lysP		COG0833	Lysine-specific permease
BCDAKLAD_02863	gene	867	cmpR_2			
BCDAKLAD_02863	CDS	867	cmpR_2			HTH-type transcriptional activator CmpR
BCDAKLAD_02864	gene	1050				
BCDAKLAD_02864	CDS	1050				hypothetical protein
BCDAKLAD_02865	gene	855	nfo			
BCDAKLAD_02865	CDS	855	nfo	3.1.21.2	COG0648	Endonuclease 4
BCDAKLAD_02866	gene	1695	fruA_2			
BCDAKLAD_02866	CDS	1695	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
BCDAKLAD_02867	gene	939	lacC			
BCDAKLAD_02867	CDS	939	lacC	2.7.1.144		Tagatose-6-phosphate kinase
BCDAKLAD_02868	gene	1131	fruB_2			
BCDAKLAD_02868	CDS	1131	fruB_2		COG1925	Multiphosphoryl transfer protein
BCDAKLAD_02869	gene	1182	setB			
BCDAKLAD_02869	CDS	1182	setB			Sugar efflux transporter B
BCDAKLAD_02870	gene	255				
BCDAKLAD_02870	CDS	255				hypothetical protein
BCDAKLAD_02871	gene	573	yeiP			
BCDAKLAD_02871	CDS	573	yeiP		COG0231	Elongation factor P-like protein
BCDAKLAD_02872	gene	1191	uxuA_1			
BCDAKLAD_02872	CDS	1191	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
BCDAKLAD_02873	gene	1467	por_2			
BCDAKLAD_02873	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
BCDAKLAD_02874	gene	978	yeiR			
BCDAKLAD_02874	CDS	978	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
BCDAKLAD_02875	gene	708	lpxT			
BCDAKLAD_02875	CDS	708	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
BCDAKLAD_02876	gene	570	mepS_2			
BCDAKLAD_02876	CDS	570	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
BCDAKLAD_02877	gene	1563	pdeN			
BCDAKLAD_02877	CDS	1563	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
BCDAKLAD_02878	gene	1806				
BCDAKLAD_02878	CDS	1806				hypothetical protein
BCDAKLAD_02879	gene	1095	yejB			
BCDAKLAD_02879	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
BCDAKLAD_02880	gene	1026	yejE			
BCDAKLAD_02880	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
BCDAKLAD_02881	gene	1590	yejF			
BCDAKLAD_02881	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
BCDAKLAD_02882	gene	345	yejG			
BCDAKLAD_02882	CDS	345	yejG			putative protein YejG
BCDAKLAD_02883	gene	1197	bcr_1			
BCDAKLAD_02883	CDS	1197	bcr_1			Bicyclomycin resistance protein
BCDAKLAD_02884	gene	720	rsuA			
BCDAKLAD_02884	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
BCDAKLAD_02885	gene	1758	radD			
BCDAKLAD_02885	CDS	1758	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
BCDAKLAD_02886	gene	285	rplY			
BCDAKLAD_02886	CDS	285	rplY		COG1825	50S ribosomal protein L25
BCDAKLAD_02887	gene	888				
BCDAKLAD_02887	CDS	888				hypothetical protein
BCDAKLAD_02888	gene	1287				
BCDAKLAD_02888	CDS	1287				hypothetical protein
BCDAKLAD_02889	gene	597	nudK_1			
BCDAKLAD_02889	CDS	597	nudK_1	3.6.1.-		GDP-mannose pyrophosphatase NudK
BCDAKLAD_02890	gene	762	glcR_2			
BCDAKLAD_02890	CDS	762	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
BCDAKLAD_02891	gene	1008	yejK			
BCDAKLAD_02891	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
BCDAKLAD_02892	gene	264				
BCDAKLAD_02892	CDS	264				hypothetical protein
BCDAKLAD_02893	gene	1761	yejM			
BCDAKLAD_02893	CDS	1761	yejM		COG3083	Inner membrane protein YejM
BCDAKLAD_02894	gene	77				
BCDAKLAD_02894	tRNA	77				tRNA-Pro(ggg)
BCDAKLAD_02895	gene	1110				
BCDAKLAD_02895	CDS	1110			COG0628	Putative transport protein
BCDAKLAD_02896	gene	492	eco			
BCDAKLAD_02896	CDS	492	eco		COG4574	Ecotin
BCDAKLAD_02897	gene	1635	mqo_2			
BCDAKLAD_02897	CDS	1635	mqo_2	1.1.5.4	COG0579	Malate:quinone oxidoreductase
BCDAKLAD_02898	gene	1239	dauA_2			
BCDAKLAD_02898	CDS	1239	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
BCDAKLAD_02899	gene	1437				
BCDAKLAD_02899	CDS	1437			COG2239	Magnesium transporter MgtE
BCDAKLAD_02900	gene	1644	yojI			
BCDAKLAD_02900	CDS	1644	yojI		COG4615	ABC transporter ATP-binding/permease protein YojI
BCDAKLAD_02901	gene	654	alkB			
BCDAKLAD_02901	CDS	654	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
BCDAKLAD_02902	gene	1065	ada_1			
BCDAKLAD_02902	CDS	1065	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
BCDAKLAD_02903	gene	1053	apbE_2			
BCDAKLAD_02903	CDS	1053	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
BCDAKLAD_02904	gene	1122	ompC			
BCDAKLAD_02904	CDS	1122	ompC			Outer membrane porin C
BCDAKLAD_02905	gene	2658	rcsD			
BCDAKLAD_02905	CDS	2658	rcsD	2.7.2.-	COG2198	Phosphotransferase RcsD
BCDAKLAD_02906	gene	651	rcsB			
BCDAKLAD_02906	CDS	651	rcsB		COG2197	Transcriptional regulatory protein RcsB
BCDAKLAD_02907	gene	2841	rcsC_3			
BCDAKLAD_02907	CDS	2841	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
BCDAKLAD_02908	gene	2634	gyrA			
BCDAKLAD_02908	CDS	2634	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
BCDAKLAD_02909	gene	729	ubiG			
BCDAKLAD_02909	CDS	729	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
BCDAKLAD_02910	gene	2286	nrdA			
BCDAKLAD_02910	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
BCDAKLAD_02911	gene	1131	nrdB			
BCDAKLAD_02911	CDS	1131	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
BCDAKLAD_02912	gene	255				
BCDAKLAD_02912	CDS	255				hypothetical protein
BCDAKLAD_02913	gene	1071	glpQ			
BCDAKLAD_02913	CDS	1071	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
BCDAKLAD_02914	gene	1347	glpT_2			
BCDAKLAD_02914	CDS	1347	glpT_2		COG2271	Glycerol-3-phosphate transporter
BCDAKLAD_02915	gene	1623	glpA			
BCDAKLAD_02915	CDS	1623	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
BCDAKLAD_02916	gene	1260	glpB			
BCDAKLAD_02916	CDS	1260	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
BCDAKLAD_02917	gene	1179	glpC			
BCDAKLAD_02917	CDS	1179	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
BCDAKLAD_02918	gene	804	rhmA			
BCDAKLAD_02918	CDS	804	rhmA	4.1.2.53	COG3836	2-keto-3-deoxy-L-rhamnonate aldolase
BCDAKLAD_02919	gene	1293	rhmT			
BCDAKLAD_02919	CDS	1293	rhmT			Inner membrane transport protein RhmT
BCDAKLAD_02920	gene	1206	rhmD			
BCDAKLAD_02920	CDS	1206	rhmD	4.2.1.90	COG4948	L-rhamnonate dehydratase
BCDAKLAD_02921	gene	786	rhmR			
BCDAKLAD_02921	CDS	786	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
BCDAKLAD_02922	gene	1197	pncC_2			
BCDAKLAD_02922	CDS	1197	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
BCDAKLAD_02923	gene	543				
BCDAKLAD_02923	CDS	543				hypothetical protein
BCDAKLAD_02924	gene	954				
BCDAKLAD_02924	CDS	954				ISNCY family transposase ISRor2
BCDAKLAD_02925	gene	426	nudI			
BCDAKLAD_02925	CDS	426	nudI	3.6.1.9	COG0494	Nucleoside triphosphatase NudI
BCDAKLAD_02926	gene	1377	menE			
BCDAKLAD_02926	CDS	1377	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
BCDAKLAD_02927	gene	966	menC			
BCDAKLAD_02927	CDS	966	menC	4.2.1.113	COG1441	o-succinylbenzoate synthase
BCDAKLAD_02928	gene	858	menB			
BCDAKLAD_02928	CDS	858	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
BCDAKLAD_02929	gene	759	menH_4			
BCDAKLAD_02929	CDS	759	menH_4	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BCDAKLAD_02930	gene	1671	menD			
BCDAKLAD_02930	CDS	1671	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
BCDAKLAD_02931	gene	1290	menF			
BCDAKLAD_02931	CDS	1290	menF	5.4.4.2	COG1169	Isochorismate synthase MenF
BCDAKLAD_02932	gene	462	elaA			
BCDAKLAD_02932	CDS	462	elaA		COG2153	Protein ElaA
BCDAKLAD_02933	gene	921	rbn_1			
BCDAKLAD_02933	CDS	921	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
BCDAKLAD_02934	gene	1458	nuoN			
BCDAKLAD_02934	CDS	1458	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
BCDAKLAD_02935	gene	1530	nuoM			
BCDAKLAD_02935	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
BCDAKLAD_02936	gene	1842	nuoL			
BCDAKLAD_02936	CDS	1842	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
BCDAKLAD_02937	gene	303	nuoK			
BCDAKLAD_02937	CDS	303	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
BCDAKLAD_02938	gene	555	nuoJ			
BCDAKLAD_02938	CDS	555	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
BCDAKLAD_02939	gene	543	nuoI			
BCDAKLAD_02939	CDS	543	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
BCDAKLAD_02940	gene	978	nuoH			
BCDAKLAD_02940	CDS	978	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
BCDAKLAD_02941	gene	2727	nuoG			
BCDAKLAD_02941	CDS	2727	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
BCDAKLAD_02942	gene	1338	nuoF			
BCDAKLAD_02942	CDS	1338	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
BCDAKLAD_02943	gene	501	nuoE			
BCDAKLAD_02943	CDS	501	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
BCDAKLAD_02944	gene	1809	nuoC			
BCDAKLAD_02944	CDS	1809	nuoC	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit C/D
BCDAKLAD_02945	gene	675	nuoB			
BCDAKLAD_02945	CDS	675	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
BCDAKLAD_02946	gene	360	ndhC			
BCDAKLAD_02946	CDS	360	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
BCDAKLAD_02947	gene	927	cmpR_3			
BCDAKLAD_02947	CDS	927	cmpR_3			HTH-type transcriptional activator CmpR
BCDAKLAD_02948	gene	1218	alaA			
BCDAKLAD_02948	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
BCDAKLAD_02949	gene	600	yfbR			
BCDAKLAD_02949	CDS	600	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
BCDAKLAD_02950	gene	1833				
BCDAKLAD_02950	CDS	1833				hypothetical protein
BCDAKLAD_02951	gene	660	hxpA			
BCDAKLAD_02951	CDS	660	hxpA	3.1.3.22	COG0637	Hexitol phosphatase A
BCDAKLAD_02952	gene	495				
BCDAKLAD_02952	CDS	495				hypothetical protein
BCDAKLAD_02953	gene	456				
BCDAKLAD_02953	CDS	456				hypothetical protein
BCDAKLAD_02954	gene	1203	ackA			
BCDAKLAD_02954	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
BCDAKLAD_02955	gene	2148	pta			
BCDAKLAD_02955	CDS	2148	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
BCDAKLAD_02956	gene	552	yfcD			
BCDAKLAD_02956	CDS	552	yfcD	3.6.-.-		putative Nudix hydrolase YfcD
BCDAKLAD_02957	gene	552	yfcE			
